gene	sample20181126-B3-A00289_capture5-wdd-20181122_I4	sample20181126-B3-A00289_capture4-wdd-20181122_I5	sample20181126-B3-A00289_capture5-wdd-20181122_I8	sample20181126-B3-A00289_capture4-wdd-20181122_I7	sample20181126-B3-A00289_capture6-wdd-20181122_I6	sample20181126-B3-A00289_capture6-wdd-20181122_I11	sample20181126-B3-A00289_capture4-wdd-20181122_I6	sample20181126-B3-A00289_capture5-wdd-20181122_I2	sample20181126-B3-A00289_capture6-wdd-20181122_I1	sample20181126-B3-A00289_capture4-wdd-20181122_I10	sample20181126-B3-A00289_capture6-wdd-20181122_I5	sample20181126-B3-A00289_capture6-wdd-20181122_I3	sample20181126-B3-A00289_capture4-wdd-20181122_I9	sample20181126-B3-A00289_capture4-wdd-20181122_I8	sample20181126-B3-A00289_capture5-wdd-20181122_I1	sample20181126-B3-A00289_capture6-wdd-20181122_I9	sample20181126-B3-A00289_capture5-wdd-20181122_I3	sample20181126-B3-A00289_capture5-wdd-20181122_I11	sample20181126-B3-A00289_capture5-wdd-20181122_I6	sample20181126-B3-A00289_capture6-wdd-20181122_I2	sample20181126-B3-A00289_capture5-wdd-20181122_I7	sample20181126-B3-A00289_capture6-wdd-20181122_I10	sample20181126-B3-A00289_capture5-wdd-20181122_I5	sample20181126-B3-A00289_capture6-wdd-20181122_I7	sample20181126-B3-A00289_capture5-wdd-20181122_I10	sample20181126-B3-A00289_capture6-wdd-20181122_I8	sample20181126-B3-A00289_capture5-wdd-20181122_I9	sample20181126-B3-A00289_capture6-wdd-20181122_I4	Median_GCS	cut_off	sample20190412-B2-A00168_capture20190411-2_I1-GCS	sample20190412-B2-A00168_capture20190411-2_I1-CopyRatio	Exon_counts	Filter	CopyNumber
NF1	-5.61920806146	2.36788016101	0.704533564925	1.91217920506	-0.395597484794	-4.06725812164	1.6364467243	0.93956785083	1.11416294949	1.51457921373	0.0880754390869	-0.030823525477	-0.661051667025	3.75648666621	6.01529224858	-0.418241623062	0.0291851139999	-3.18397638552	-2.82279507021	1.53598145034	-0.39613476169	-1.95529168623	0.646262528638	-0.848657344121	-1.41141872196	1.92350365675	-2.44620291385	0.072520594097	0.0508528540484	5.61920806146	-7.95490923989	-0.0668688556961	61	PASS	1.90941559067
NTRK3	40.401391153	-4.17800135013	0.124094198623	-1.7419004944	-1.48469998279	3.13531900237	-3.73464705886	-1.56626174289	-1.20651031307	-2.50429325914	-3.54246431767	-1.23288391644	-5.14969864776	-4.19321666986	-3.38378557189	-0.769105881773	-0.869461009165	1.80085453404	-1.35600327392	-1.06539173986	-1.75977214445	-0.359658983357	-0.0182160247345	-1.66414383749	-0.0893714902925	-2.09990303254	-0.823849383341	-0.668418762204	-1.29444359518	5.14969864776	-8.5745074838	-0.0579406864602	190	PASS	1.92126871543
PDGFRA	-1.1436774441	0.763953358674	-1.3469233497	-0.34993733603	1.33281543573	1.28782314718	2.46011966116	1.36973258187	-0.131763658498	1.17137693278	-1.65547684998	0.184139003838	0.0268357601161	-1.82832772943	-3.21499798019	1.24347336254	-0.417406398188	0.165214725278	-1.15349674429	-1.04865474693	0.707341446321	0.0479872968588	-0.681472625085	0.204443541043	1.19858892996	-1.3683546303	0.798823762444	1.37782054693	0.106601011068	2.46011966116	-6.899059968	-0.0680243192325	23	PASS	1.90788693994
PIK3CA	-0.615353807347	-0.557165994373	-0.372190592573	0.309311626808	1.38797355502	-0.818084073444	-0.184487003716	-0.609539683277	-0.612019952528	-0.0208638413103	-1.5904503878	0.20116827333	-1.2927785813	-1.20646961013	4.43351553417	-0.28652359683	0.230069410442	-1.02863700442	2.70114860037	-1.38345381355	-0.305775336091	3.00447924302	-0.147925767911	-1.12459180315	1.18648538636	-0.728584544613	-0.971158579101	0.401902343941	-0.338982964332	3.00447924302	-5.2903856652	-0.0686730395246	19	PASS	1.90702923494
PIK3R1	-0.864940525439	-0.815451830984	1.68577343926	0.271828290798	1.80389544764	-0.606225220086	1.00291866069	0.357766810566	-1.5312942417	2.88778750783	-1.93740192351	1.01241315463	1.11825308613	0.35285743471	0.0386051270081	0.0295273910653	-0.191974699493	-2.19065039833	2.2633267637	-0.657762290585	0.355439356239	1.02270642968	-0.107573503717	-2.6576491347	-2.31990701103	-0.884610948968	-0.154179235615	0.716522064217	0.0340662590367	2.6576491347	-11.2668058507	-0.201164963682	18	PASS	1.73969577008
PMS2	-2.89391088387	3.10794402806	-0.677118042839	-0.226696187857	-1.43440395832	-0.97847224712	0.154560279195	0.205467978451	0.479392840641	-0.479857117819	2.29461809222	-0.87588091728	0.891946288388	1.07217862938	0.224945379362	1.29790267364	0.481245712	0.928538310728	-1.22810085523	1.85590899461	-2.16470314001	-3.94023062065	-2.38253186931	2.73751516384	0.75942309503	2.22538774857	-0.169012969112	-1.26605640469	0.180014128823	3.10794402806	16.2986805665	0.414415792664	15	PASS	2.6655177564
PPM1D	6.75294708979	1.65386103416	-1.01670582187	0.602627402931	0.180871925012	-1.38995234718	1.81484574649	-0.31996173436	-0.0885000007216	-1.4415051018	0.819364992237	-0.795690412843	0.328613362366	0.385316168123	1.30982344281	0.00183696757748	-1.31063452322	-2.02751668494	-1.54819984684	-0.655273699903	-0.18705286132	-1.14666658747	-1.16746585564	0.0359671809051	-0.0282601626786	-0.539161129245	-0.806650803956	0.583122261592	-0.137776431021	2.02751668494	-4.57222944283	-0.0683957060817	7	PASS	1.90739586393
PTCH1	2.45766152628	-0.00555592701189	0.393624948083	-0.5942215209	-0.296220108065	0.862717992774	1.62480007134	-1.76062519864	-0.707141639994	0.979516104606	0.42149937018	-0.421077902436	1.16134006009	0.33717691992	-1.67532783238	-0.859452842987	0.366015743436	0.0427725032865	-0.78300844354	-0.400642545148	0.346559652436	-1.22335900491	-1.78824833189	0.535399966748	0.368090314337	-1.0977724181	0.688687858786	1.0267906837	0.189974711604	1.78824833189	-5.58867226538	-0.0517662932608	28	PASS	1.92950891111
PTEN	-4.1270678747	0.063716045075	0.645528740631	0.701882614223	-0.700178292566	-0.545846255359	0.289235402808	-0.611374791849	1.35982225597	2.03758230388	0.00914957462776	-0.143149901285	0.441554272169	2.3640874009	5.19596760951	-0.436912552762	0.555265096822	-1.61228861406	-1.44291486759	-0.620628982781	1.2940816124	0.595123223361	0.871656811362	-3.75853857882	-2.43875842904	0.641846370012	0.0617211976429	-0.690561390591	0.0627186213589	4.1270678747	-20.9353119947	-0.444112805775	9	PASS	1.47007238546
RB1	-16.0998714809	1.23147640426	1.14728365884	0.877349252273	0.352310900428	-0.333086414639	0.87832782223	-0.274701470495	0.0993347118309	2.15334672182	-0.0291653014223	1.22805074809	0.0884445636354	2.57978091336	6.83467909684	-0.155513971101	-0.0389632069194	-1.31740123654	1.37819474657	0.29691432878	0.51073000127	2.67863661109	0.554499738364	-2.27222841874	-2.57535557441	0.0994737055568	-0.596834861431	0.704288011339	0.324612614604	6.83467909684	-6.92736432642	-0.125509074038	28	PASS	1.83336104655
RGPD3	-4.36420949371	0.561561439211	0.134814704308	-2.06241353595	2.28438095456	-0.935818626424	1.01433015133	0.489671227749	-1.29067654694	-0.270314088948	2.66703614109	1.0139786942	2.20283173459	2.68736761611	-1.4047940399	1.62913212784	-1.51392227859	-0.373563508096	-1.5997480121	0.572449671314	1.61439920594	-4.44580357785	-1.82666004658	0.365437525676	0.210104850703	2.62879517719	-0.664593773588	0.67622630687	0.28777118819	4.36420949371	-5.95961639455	-0.0983508397186	23	PASS	1.86820032291
SMARCE1	-8.21471941152	0.442451183856	1.45190961661	1.91854720229	1.3336273133	-0.349546566879	0.718864788396	1.47084177187	0.567450576765	-0.151900831869	-0.0923932421839	0.678143100502	0.00135454399586	0.369116232581	0.614494432988	-0.298284040082	-0.678584122248	-1.4938820518	-1.26365836659	-0.425532981926	-0.126966033273	-1.17450016459	1.61433730818	0.99523454118	1.75736900334	0.140173362729	-1.27007373195	1.46612656633	0.254644797655	1.91854720229	-5.61202105983	-0.0678774299026	12	PASS	1.9080812031
SMO	0.267063219259	1.36151549893	-3.27943082836	0.707332684142	2.71826625879	-0.169659142351	2.01221229998	-0.801246931953	-0.944274502023	-0.272143366776	-1.67163347188	2.3115333748	1.31083320457	-1.04166210621	3.60873494169	0.663119066675	-0.756267181148	-1.2729274974	-1.35219801498	-1.30775472617	1.08064304753	2.61571491115	-1.04796983297	-1.67302631764	0.334955530558	-2.6925321331	0.654457464817	-1.36365544993	-0.220901254563	3.27943082836	7.85509546222	0.126048491699	13	PASS	2.18260111421
TSC1	-5.60816272446	1.27440692151	-0.0941236234153	2.15433889184	0.227002700228	0.69790288994	0.450848424487	-0.83541859456	1.54552365553	0.497397072283	0.296978401424	-0.82621364687	0.0951268811788	1.24699136992	-3.57543617479	-0.414912603593	0.644310863067	0.893456419179	-1.38397188836	0.664468046495	-0.355114748735	-2.4333491114	0.750381291062	1.54361976028	0.584363579078	1.31426015637	-0.269360144323	0.914685936616	0.474122748385	3.57543617479	-8.75756916279	-0.0813144431553	21	PASS	1.89039216744
USP8	0.570808819976	3.21273513856	-1.76394470254	0.807930556116	-2.72515692958	-0.98874255982	1.40810569442	1.21765587965	1.81498173023	-1.34520253335	0.0225360905632	-0.596069740592	-0.19670451005	0.0390833936082	1.08731860995	1.13739842286	-2.7145766489	0.152886361568	-0.553157556763	0.610572418663	0.903110944225	-2.00065668784	-0.247909960796	0.969622247484	-0.076014164744	1.19820319301	-0.764601534133	-1.18021197176	0.0308097420857	2.72515692958	-4.08135479641	-0.0467918346777	19	PASS	1.93617340256
